,year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
60931,2020,NEW MEXICO,NM,DONA ANA,35013.0,US PRESIDENT,OTHER,GREEN,415,82641,20220315,TOTAL
60932,2020,NEW MEXICO,NM,DONA ANA,35013.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1129,82641,20220315,TOTAL
60933,2020,NEW MEXICO,NM,DONA ANA,35013.0,US PRESIDENT,OTHER,OTHER,338,82641,20220315,TOTAL
60934,2020,NEW MEXICO,NM,DONA ANA,35013.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,32802,82641,20220315,TOTAL
60935,2020,NEW MEXICO,NM,EDDY,35015.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5424,23222,20220315,TOTAL
60936,2020,NEW MEXICO,NM,EDDY,35015.0,US PRESIDENT,OTHER,GREEN,44,23222,20220315,TOTAL
60937,2020,NEW MEXICO,NM,EDDY,35015.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,239,23222,20220315,TOTAL
60938,2020,NEW MEXICO,NM,EDDY,35015.0,US PRESIDENT,OTHER,OTHER,61,23222,20220315,TOTAL
60939,2020,NEW MEXICO,NM,EDDY,35015.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,17454,23222,20220315,TOTAL
60940,2020,NEW MEXICO,NM,GRANT,35017.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7590,14435,20220315,TOTAL
60941,2020,NEW MEXICO,NM,GRANT,35017.0,US PRESIDENT,OTHER,GREEN,98,14435,20220315,TOTAL
60942,2020,NEW MEXICO,NM,GRANT,35017.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,159,14435,20220315,TOTAL
60943,2020,NEW MEXICO,NM,GRANT,35017.0,US PRESIDENT,OTHER,OTHER,35,14435,20220315,TOTAL
60944,2020,NEW MEXICO,NM,GRANT,35017.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6553,14435,20220315,TOTAL
60945,2020,NEW MEXICO,NM,GUADALUPE,35019.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1234,2189,20220315,TOTAL
60946,2020,NEW MEXICO,NM,GUADALUPE,35019.0,US PRESIDENT,OTHER,GREEN,8,2189,20220315,TOTAL
60947,2020,NEW MEXICO,NM,GUADALUPE,35019.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,21,2189,20220315,TOTAL
60948,2020,NEW MEXICO,NM,GUADALUPE,35019.0,US PRESIDENT,OTHER,OTHER,9,2189,20220315,TOTAL
60949,2020,NEW MEXICO,NM,GUADALUPE,35019.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,917,2189,20220315,TOTAL
60950,2020,NEW MEXICO,NM,HARDING,35021.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,179,505,20220315,TOTAL
60951,2020,NEW MEXICO,NM,HARDING,35021.0,US PRESIDENT,OTHER,GREEN,0,505,20220315,TOTAL
60952,2020,NEW MEXICO,NM,HARDING,35021.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,3,505,20220315,TOTAL
60953,2020,NEW MEXICO,NM,HARDING,35021.0,US PRESIDENT,OTHER,OTHER,4,505,20220315,TOTAL
60954,2020,NEW MEXICO,NM,HARDING,35021.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,319,505,20220315,TOTAL
60955,2020,NEW MEXICO,NM,HIDALGO,35023.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,823,1974,20220315,TOTAL
60956,2020,NEW MEXICO,NM,HIDALGO,35023.0,US PRESIDENT,OTHER,GREEN,6,1974,20220315,TOTAL
60957,2020,NEW MEXICO,NM,HIDALGO,35023.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,13,1974,20220315,TOTAL
60958,2020,NEW MEXICO,NM,HIDALGO,35023.0,US PRESIDENT,OTHER,OTHER,12,1974,20220315,TOTAL
60959,2020,NEW MEXICO,NM,HIDALGO,35023.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1120,1974,20220315,TOTAL
60960,2020,NEW MEXICO,NM,LEA,35025.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4061,20918,20220315,TOTAL
60961,2020,NEW MEXICO,NM,LEA,35025.0,US PRESIDENT,OTHER,GREEN,50,20918,20220315,TOTAL
60962,2020,NEW MEXICO,NM,LEA,35025.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,214,20918,20220315,TOTAL
60963,2020,NEW MEXICO,NM,LEA,35025.0,US PRESIDENT,OTHER,OTHER,62,20918,20220315,TOTAL
60964,2020,NEW MEXICO,NM,LEA,35025.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,16531,20918,20220315,TOTAL
60965,2020,NEW MEXICO,NM,LINCOLN,35027.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3194,10306,20220315,TOTAL
60966,2020,NEW MEXICO,NM,LINCOLN,35027.0,US PRESIDENT,OTHER,GREEN,33,10306,20220315,TOTAL
60967,2020,NEW MEXICO,NM,LINCOLN,35027.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,113,10306,20220315,TOTAL
60968,2020,NEW MEXICO,NM,LINCOLN,35027.0,US PRESIDENT,OTHER,OTHER,24,10306,20220315,TOTAL
60969,2020,NEW MEXICO,NM,LINCOLN,35027.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6942,10306,20220315,TOTAL
60970,2020,NEW MEXICO,NM,LOS ALAMOS,35028.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7554,12293,20220315,TOTAL
60971,2020,NEW MEXICO,NM,LOS ALAMOS,35028.0,US PRESIDENT,OTHER,GREEN,53,12293,20220315,TOTAL
60972,2020,NEW MEXICO,NM,LOS ALAMOS,35028.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,360,12293,20220315,TOTAL
60973,2020,NEW MEXICO,NM,LOS ALAMOS,35028.0,US PRESIDENT,OTHER,OTHER,48,12293,20220315,TOTAL
60974,2020,NEW MEXICO,NM,LOS ALAMOS,35028.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4278,12293,20220315,TOTAL
60975,2020,NEW MEXICO,NM,LUNA,35029.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3563,8103,20220315,TOTAL
60976,2020,NEW MEXICO,NM,LUNA,35029.0,US PRESIDENT,OTHER,GREEN,38,8103,20220315,TOTAL
60977,2020,NEW MEXICO,NM,LUNA,35029.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,73,8103,20220315,TOTAL
60978,2020,NEW MEXICO,NM,LUNA,35029.0,US PRESIDENT,OTHER,OTHER,21,8103,20220315,TOTAL
60979,2020,NEW MEXICO,NM,LUNA,35029.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4408,8103,20220315,TOTAL
60980,2020,NEW MEXICO,NM,MCKINLEY,35031.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,18029,26486,20220315,TOTAL
60981,2020,NEW MEXICO,NM,MCKINLEY,35031.0,US PRESIDENT,OTHER,GREEN,202,26486,20220315,TOTAL
60982,2020,NEW MEXICO,NM,MCKINLEY,35031.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,266,26486,20220315,TOTAL
60983,2020,NEW MEXICO,NM,MCKINLEY,35031.0,US PRESIDENT,OTHER,OTHER,188,26486,20220315,TOTAL
60984,2020,NEW MEXICO,NM,MCKINLEY,35031.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7801,26486,20220315,TOTAL
60985,2020,NEW MEXICO,NM,MORA,35033.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1745,2686,20220315,TOTAL
60986,2020,NEW MEXICO,NM,MORA,35033.0,US PRESIDENT,OTHER,GREEN,13,2686,20220315,TOTAL
60987,2020,NEW MEXICO,NM,MORA,35033.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,14,2686,20220315,TOTAL
60988,2020,NEW MEXICO,NM,MORA,35033.0,US PRESIDENT,OTHER,OTHER,11,2686,20220315,TOTAL
60989,2020,NEW MEXICO,NM,MORA,35033.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,903,2686,20220315,TOTAL
60990,2020,NEW MEXICO,NM,OTERO,35035.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8485,23571,20220315,TOTAL
60991,2020,NEW MEXICO,NM,OTERO,35035.0,US PRESIDENT,OTHER,GREEN,108,23571,20220315,TOTAL
60992,2020,NEW MEXICO,NM,OTERO,35035.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,387,23571,20220315,TOTAL
60993,2020,NEW MEXICO,NM,OTERO,35035.0,US PRESIDENT,OTHER,OTHER,70,23571,20220315,TOTAL
60994,2020,NEW MEXICO,NM,OTERO,35035.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,14521,23571,20220315,TOTAL
60995,2020,NEW MEXICO,NM,QUAY,35037.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1170,3873,20220315,TOTAL
60996,2020,NEW MEXICO,NM,QUAY,35037.0,US PRESIDENT,OTHER,GREEN,17,3873,20220315,TOTAL
60997,2020,NEW MEXICO,NM,QUAY,35037.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,41,3873,20220315,TOTAL
60998,2020,NEW MEXICO,NM,QUAY,35037.0,US PRESIDENT,OTHER,OTHER,11,3873,20220315,TOTAL
60999,2020,NEW MEXICO,NM,QUAY,35037.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2634,3873,20220315,TOTAL
61000,2020,NEW MEXICO,NM,RIO ARRIBA,35039.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10990,16628,20220315,TOTAL
61001,2020,NEW MEXICO,NM,RIO ARRIBA,35039.0,US PRESIDENT,OTHER,GREEN,59,16628,20220315,TOTAL
61002,2020,NEW MEXICO,NM,RIO ARRIBA,35039.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,119,16628,20220315,TOTAL
61003,2020,NEW MEXICO,NM,RIO ARRIBA,35039.0,US PRESIDENT,OTHER,OTHER,52,16628,20220315,TOTAL
61004,2020,NEW MEXICO,NM,RIO ARRIBA,35039.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5408,16628,20220315,TOTAL
61005,2020,NEW MEXICO,NM,ROOSEVELT,35041.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1802,6608,20220315,TOTAL
61006,2020,NEW MEXICO,NM,ROOSEVELT,35041.0,US PRESIDENT,OTHER,GREEN,15,6608,20220315,TOTAL
61007,2020,NEW MEXICO,NM,ROOSEVELT,35041.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,138,6608,20220315,TOTAL
61008,2020,NEW MEXICO,NM,ROOSEVELT,35041.0,US PRESIDENT,OTHER,OTHER,19,6608,20220315,TOTAL
61009,2020,NEW MEXICO,NM,ROOSEVELT,35041.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4634,6608,20220315,TOTAL
61010,2020,NEW MEXICO,NM,SANDOVAL,35043.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,40588,76562,20220315,TOTAL
61011,2020,NEW MEXICO,NM,SANDOVAL,35043.0,US PRESIDENT,OTHER,GREEN,350,76562,20220315,TOTAL
61012,2020,NEW MEXICO,NM,SANDOVAL,35043.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1187,76562,20220315,TOTAL
61013,2020,NEW MEXICO,NM,SANDOVAL,35043.0,US PRESIDENT,OTHER,OTHER,263,76562,20220315,TOTAL
61014,2020,NEW MEXICO,NM,SANDOVAL,35043.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,34174,76562,20220315,TOTAL
61015,2020,NEW MEXICO,NM,SAN JUAN,35045.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,18083,52294,20220315,TOTAL
61016,2020,NEW MEXICO,NM,SAN JUAN,35045.0,US PRESIDENT,OTHER,GREEN,251,52294,20220315,TOTAL
61017,2020,NEW MEXICO,NM,SAN JUAN,35045.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,827,52294,20220315,TOTAL
61018,2020,NEW MEXICO,NM,SAN JUAN,35045.0,US PRESIDENT,OTHER,OTHER,259,52294,20220315,TOTAL
61019,2020,NEW MEXICO,NM,SAN JUAN,35045.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,32874,52294,20220315,TOTAL
61020,2020,NEW MEXICO,NM,SAN MIGUEL,35047.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7888,11531,20220315,TOTAL
61021,2020,NEW MEXICO,NM,SAN MIGUEL,35047.0,US PRESIDENT,OTHER,GREEN,57,11531,20220315,TOTAL
61022,2020,NEW MEXICO,NM,SAN MIGUEL,35047.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,115,11531,20220315,TOTAL
61023,2020,NEW MEXICO,NM,SAN MIGUEL,35047.0,US PRESIDENT,OTHER,OTHER,50,11531,20220315,TOTAL
61024,2020,NEW MEXICO,NM,SAN MIGUEL,35047.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3421,11531,20220315,TOTAL
61025,2020,NEW MEXICO,NM,SANTA FE,35049.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,62530,82227,20220315,TOTAL
61026,2020,NEW MEXICO,NM,SANTA FE,35049.0,US PRESIDENT,OTHER,GREEN,403,82227,20220315,TOTAL
61027,2020,NEW MEXICO,NM,SANTA FE,35049.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,758,82227,20220315,TOTAL
61028,2020,NEW MEXICO,NM,SANTA FE,35049.0,US PRESIDENT,OTHER,OTHER,207,82227,20220315,TOTAL
61029,2020,NEW MEXICO,NM,SANTA FE,35049.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,18329,82227,20220315,TOTAL
61030,2020,NEW MEXICO,NM,SIERRA,35051.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2265,5945,20220315,TOTAL
61031,2020,NEW MEXICO,NM,SIERRA,35051.0,US PRESIDENT,OTHER,GREEN,36,5945,20220315,TOTAL
61032,2020,NEW MEXICO,NM,SIERRA,35051.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,66,5945,20220315,TOTAL
61033,2020,NEW MEXICO,NM,SIERRA,35051.0,US PRESIDENT,OTHER,OTHER,36,5945,20220315,TOTAL
61034,2020,NEW MEXICO,NM,SIERRA,35051.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3542,5945,20220315,TOTAL
61035,2020,NEW MEXICO,NM,SOCORRO,35053.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3722,7160,20220315,TOTAL
61036,2020,NEW MEXICO,NM,SOCORRO,35053.0,US PRESIDENT,OTHER,GREEN,39,7160,20220315,TOTAL
61037,2020,NEW MEXICO,NM,SOCORRO,35053.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,113,7160,20220315,TOTAL
61038,2020,NEW MEXICO,NM,SOCORRO,35053.0,US PRESIDENT,OTHER,OTHER,31,7160,20220315,TOTAL
61039,2020,NEW MEXICO,NM,SOCORRO,35053.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3255,7160,20220315,TOTAL
61040,2020,NEW MEXICO,NM,TAOS,35055.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,13121,17181,20220315,TOTAL
61041,2020,NEW MEXICO,NM,TAOS,35055.0,US PRESIDENT,OTHER,GREEN,146,17181,20220315,TOTAL
61042,2020,NEW MEXICO,NM,TAOS,35055.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,152,17181,20220315,TOTAL
61043,2020,NEW MEXICO,NM,TAOS,35055.0,US PRESIDENT,OTHER,OTHER,47,17181,20220315,TOTAL
61044,2020,NEW MEXICO,NM,TAOS,35055.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3715,17181,20220315,TOTAL
61045,2020,NEW MEXICO,NM,TORRANCE,35057.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2344,7281,20220315,TOTAL
61046,2020,NEW MEXICO,NM,TORRANCE,35057.0,US PRESIDENT,OTHER,GREEN,29,7281,20220315,TOTAL
61047,2020,NEW MEXICO,NM,TORRANCE,35057.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,105,7281,20220315,TOTAL
61048,2020,NEW MEXICO,NM,TORRANCE,35057.0,US PRESIDENT,OTHER,OTHER,31,7281,20220315,TOTAL
61049,2020,NEW MEXICO,NM,TORRANCE,35057.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4772,7281,20220315,TOTAL
61050,2020,NEW MEXICO,NM,UNION,35059.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,383,1789,20220315,TOTAL
61051,2020,NEW MEXICO,NM,UNION,35059.0,US PRESIDENT,OTHER,GREEN,2,1789,20220315,TOTAL
61052,2020,NEW MEXICO,NM,UNION,35059.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,11,1789,20220315,TOTAL
61053,2020,NEW MEXICO,NM,UNION,35059.0,US PRESIDENT,OTHER,OTHER,5,1789,20220315,TOTAL
61054,2020,NEW MEXICO,NM,UNION,35059.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1388,1789,20220315,TOTAL
61055,2020,NEW MEXICO,NM,VALENCIA,35061.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,14263,32277,20220315,TOTAL
61056,2020,NEW MEXICO,NM,VALENCIA,35061.0,US PRESIDENT,OTHER,GREEN,135,32277,20220315,TOTAL
61057,2020,NEW MEXICO,NM,VALENCIA,35061.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,406,32277,20220315,TOTAL
61058,2020,NEW MEXICO,NM,VALENCIA,35061.0,US PRESIDENT,OTHER,OTHER,109,32277,20220315,TOTAL
61059,2020,NEW MEXICO,NM,VALENCIA,35061.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,17364,32277,20220315,TOTAL
61060,2020,NEW YORK,NY,ALBANY,36001.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,99474,154727,20220315,TOTAL
61061,2020,NEW YORK,NY,ALBANY,36001.0,US PRESIDENT,OTHER,GREEN,779,154727,20220315,TOTAL
61062,2020,NEW YORK,NY,ALBANY,36001.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1523,154727,20220315,TOTAL
61063,2020,NEW YORK,NY,ALBANY,36001.0,US PRESIDENT,OTHER,OTHER,1870,154727,20220315,TOTAL
61064,2020,NEW YORK,NY,ALBANY,36001.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,51081,154727,20220315,TOTAL
61065,2020,NEW YORK,NY,ALLEGANY,36003.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6048,20895,20220315,TOTAL
61066,2020,NEW YORK,NY,ALLEGANY,36003.0,US PRESIDENT,OTHER,GREEN,88,20895,20220315,TOTAL
61067,2020,NEW YORK,NY,ALLEGANY,36003.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,338,20895,20220315,TOTAL
61068,2020,NEW YORK,NY,ALLEGANY,36003.0,US PRESIDENT,OTHER,OTHER,286,20895,20220315,TOTAL
61069,2020,NEW YORK,NY,ALLEGANY,36003.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,14135,20895,20220315,TOTAL
61070,2020,NEW YORK,NY,BRONX,36005.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,355374,432399,20220315,TOTAL
61071,2020,NEW YORK,NY,BRONX,36005.0,US PRESIDENT,OTHER,GREEN,1420,432399,20220315,TOTAL
61072,2020,NEW YORK,NY,BRONX,36005.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,775,432399,20220315,TOTAL
61073,2020,NEW YORK,NY,BRONX,36005.0,US PRESIDENT,OTHER,OTHER,7090,432399,20220315,TOTAL
61074,2020,NEW YORK,NY,BRONX,36005.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,67740,432399,20220315,TOTAL
61075,2020,NEW YORK,NY,BROOME,36007.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,47010,93494,20220315,TOTAL
61076,2020,NEW YORK,NY,BROOME,36007.0,US PRESIDENT,OTHER,GREEN,432,93494,20220315,TOTAL
61077,2020,NEW YORK,NY,BROOME,36007.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1104,93494,20220315,TOTAL
61078,2020,NEW YORK,NY,BROOME,36007.0,US PRESIDENT,OTHER,OTHER,1148,93494,20220315,TOTAL
61079,2020,NEW YORK,NY,BROOME,36007.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,43800,93494,20220315,TOTAL
61080,2020,NEW YORK,NY,CATTARAUGUS,36009.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,11879,35018,20220315,TOTAL
61081,2020,NEW YORK,NY,CATTARAUGUS,36009.0,US PRESIDENT,OTHER,GREEN,113,35018,20220315,TOTAL
61082,2020,NEW YORK,NY,CATTARAUGUS,36009.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,450,35018,20220315,TOTAL
61083,2020,NEW YORK,NY,CATTARAUGUS,36009.0,US PRESIDENT,OTHER,OTHER,421,35018,20220315,TOTAL
61084,2020,NEW YORK,NY,CATTARAUGUS,36009.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,22155,35018,20220315,TOTAL
61085,2020,NEW YORK,NY,CAYUGA,36011.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,16149,36760,20220315,TOTAL
61086,2020,NEW YORK,NY,CAYUGA,36011.0,US PRESIDENT,OTHER,GREEN,185,36760,20220315,TOTAL
61087,2020,NEW YORK,NY,CAYUGA,36011.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,399,36760,20220315,TOTAL
61088,2020,NEW YORK,NY,CAYUGA,36011.0,US PRESIDENT,OTHER,OTHER,515,36760,20220315,TOTAL
61089,2020,NEW YORK,NY,CAYUGA,36011.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,19512,36760,20220315,TOTAL
61090,2020,NEW YORK,NY,CHAUTAUQUA,36013.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,23087,59770,20220315,TOTAL
61091,2020,NEW YORK,NY,CHAUTAUQUA,36013.0,US PRESIDENT,OTHER,GREEN,203,59770,20220315,TOTAL
61092,2020,NEW YORK,NY,CHAUTAUQUA,36013.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,756,59770,20220315,TOTAL
61093,2020,NEW YORK,NY,CHAUTAUQUA,36013.0,US PRESIDENT,OTHER,OTHER,871,59770,20220315,TOTAL
61094,2020,NEW YORK,NY,CHAUTAUQUA,36013.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,34853,59770,20220315,TOTAL
61095,2020,NEW YORK,NY,CHEMUNG,36015.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,16636,39711,20220315,TOTAL
61096,2020,NEW YORK,NY,CHEMUNG,36015.0,US PRESIDENT,OTHER,GREEN,117,39711,20220315,TOTAL
61097,2020,NEW YORK,NY,CHEMUNG,36015.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,560,39711,20220315,TOTAL
61098,2020,NEW YORK,NY,CHEMUNG,36015.0,US PRESIDENT,OTHER,OTHER,476,39711,20220315,TOTAL
61099,2020,NEW YORK,NY,CHEMUNG,36015.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,21922,39711,20220315,TOTAL
61100,2020,NEW YORK,NY,CHENANGO,36017.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8290,22417,20220315,TOTAL
61101,2020,NEW YORK,NY,CHENANGO,36017.0,US PRESIDENT,OTHER,GREEN,107,22417,20220315,TOTAL
61102,2020,NEW YORK,NY,CHENANGO,36017.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,316,22417,20220315,TOTAL
61103,2020,NEW YORK,NY,CHENANGO,36017.0,US PRESIDENT,OTHER,OTHER,222,22417,20220315,TOTAL
61104,2020,NEW YORK,NY,CHENANGO,36017.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,13482,22417,20220315,TOTAL
61105,2020,NEW YORK,NY,CLINTON,36019.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,18364,35637,20220315,TOTAL
61106,2020,NEW YORK,NY,CLINTON,36019.0,US PRESIDENT,OTHER,GREEN,121,35637,20220315,TOTAL
61107,2020,NEW YORK,NY,CLINTON,36019.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,279,35637,20220315,TOTAL
61108,2020,NEW YORK,NY,CLINTON,36019.0,US PRESIDENT,OTHER,OTHER,359,35637,20220315,TOTAL
61109,2020,NEW YORK,NY,CLINTON,36019.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,16514,35637,20220315,TOTAL
61110,2020,NEW YORK,NY,COLUMBIA,36021.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,20386,35781,20220315,TOTAL
61111,2020,NEW YORK,NY,COLUMBIA,36021.0,US PRESIDENT,OTHER,GREEN,185,35781,20220315,TOTAL
61112,2020,NEW YORK,NY,COLUMBIA,36021.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,357,35781,20220315,TOTAL
61113,2020,NEW YORK,NY,COLUMBIA,36021.0,US PRESIDENT,OTHER,OTHER,389,35781,20220315,TOTAL
61114,2020,NEW YORK,NY,COLUMBIA,36021.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,14464,35781,20220315,TOTAL
61115,2020,NEW YORK,NY,CORTLAND,36023.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,10369,21892,20220315,TOTAL
61116,2020,NEW YORK,NY,CORTLAND,36023.0,US PRESIDENT,OTHER,GREEN,113,21892,20220315,TOTAL
61117,2020,NEW YORK,NY,CORTLAND,36023.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,295,21892,20220315,TOTAL
61118,2020,NEW YORK,NY,CORTLAND,36023.0,US PRESIDENT,OTHER,OTHER,326,21892,20220315,TOTAL
61119,2020,NEW YORK,NY,CORTLAND,36023.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,10789,21892,20220315,TOTAL
61120,2020,NEW YORK,NY,DELAWARE,36025.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9143,23074,20220315,TOTAL
61121,2020,NEW YORK,NY,DELAWARE,36025.0,US PRESIDENT,OTHER,GREEN,81,23074,20220315,TOTAL
61122,2020,NEW YORK,NY,DELAWARE,36025.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,268,23074,20220315,TOTAL
61123,2020,NEW YORK,NY,DELAWARE,36025.0,US PRESIDENT,OTHER,OTHER,195,23074,20220315,TOTAL
61124,2020,NEW YORK,NY,DELAWARE,36025.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,13387,23074,20220315,TOTAL
61125,2020,NEW YORK,NY,DUTCHESS,36027.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,81443,151889,20220315,TOTAL
61126,2020,NEW YORK,NY,DUTCHESS,36027.0,US PRESIDENT,OTHER,GREEN,578,151889,20220315,TOTAL
61127,2020,NEW YORK,NY,DUTCHESS,36027.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,1247,151889,20220315,TOTAL
61128,2020,NEW YORK,NY,DUTCHESS,36027.0,US PRESIDENT,OTHER,OTHER,1749,151889,20220315,TOTAL
