facility ID,facility name,,telehealth clinic only,full address,street address,city,state,zip code,latitude,longitude,phone number,website,open in 2021,provided abortions in 2021,provided MAB in 2021,MAB gestational limit in 2021,median state cost for medication abortion in 2021,provided procedural abortion in 2021,procedural abortion gestational limit in 2021,median state cost for first trimester procedural abortion in 2021,median state cost for second trimester procedural abortion in 2021,date facility opened,facility closure date/info,date of last facility update
690,Planned Parenthood of Greater New York: Massapequa Center,,,"35 Carmans Road, Massapequa, NY 11758",35 Carmans Road,Massapequa,NY,11758,40.6835,-73.4307,(516) 750-2500,https://www.plannedparenthood.org/health-center/new-york/massapequa/11758/massapequa-center-2788-91100/abortion,yes,yes,Yes,10,580,No,13.6,580,600,,,5/24/2021 (web)
691,Planned Parenthood of Greater New York: Monticello Health Center,,,"14 Prince Street, Monticello, NY 12701",14 Prince Street,Monticello,NY,12701,41.6555,-74.6898,(845) 562-7800,https://www.plannedparenthood.org/health-center/new-york/monticello/12701/monticello-health-center-2615-91160/abortion,yes,no,Yes,10,580,No,,580,600,,,5/24/2021 (web)
692,Planned Parenthood of Greater New York: Newburgh Health Center,,,"136 Lake Street, Suite 11, Newburgh, NY 12550","136 Lake Street, Suite 11",Newburgh,NY,12550,41.4968,-74.0291,(845) 562-7800,https://www.plannedparenthood.org/health-center/new-york/newburgh/12550/newburgh-health-center-3995-91160/abortion,yes,yes,Yes,10,580,Yes,15.6,580,600,,,5/24/2021 (web)
693,Planned Parenthood of Greater New York: Poughkeepsie Health Center,,,"17 Noxon Street, Poughkeepsie, NY 12601",17 Noxon Street,Poughkeepsie,NY,12601,41.7009,-73.9294,(845) 562-7800,https://www.plannedparenthood.org/health-center/new-york/poughkeepsie/12601/poughkeepsie-health-center-2621-91160/abortion,yes,yes,Yes,10,580,Yes,15.6,580,600,,,5/24/2021 (web)
694,Planned Parenthood of Greater New York: Queensbury Health Center,,,"543 Bay Road, Queensbury, NY 12804",543 Bay Road,Queensbury,NY,12804,43.3466,-73.6555,(518) 792-0994,https://www.plannedparenthood.org/health-center/new-york/queensbury/12804/glens-falls-planned-parenthood-4257-91180/abortion,yes,yes,Yes,10,580,Yes,20,580,600,2017,,5/24/2021 (web)
695,Planned Parenthood of Greater New York: Saratoga Springs Center,,,"236 Washington Street, Saratoga Springs, NY 12866",236 Washington Street,Saratoga Springs,NY,12866,43.0796,-73.8026,(518) 584-0041,https://www.plannedparenthood.org/health-center/new-york/saratoga-springs/12866/saratoga-springs-center-2776-91110,yes,yes,Yes,11,580,No,,580,600,,,5/24/2021 (web)
696,Planned Parenthood of Greater New York: Schenectady Center,,,"1040 State Street, Schenectady, NY 12307",1040 State Street,Schenectady,NY,12307,42.8017,-73.9283,(518) 374-5353,https://www.plannedparenthood.org/health-center/new-york/schenectady/12307/schenectady-center-4192-91180/abortion,yes,yes,Yes,10,580,Yes,19.6,580,600,,,5/24/2021 (web)
697,Planned Parenthood of Greater New York: Staten Island Center,,,"23 Hyatt Street , Staten Island, NY 10301",23 Hyatt Street,Staten Island,NY,10301,40.642,-74.0772,(212) 965-7000,https://www.plannedparenthood.org/health-center/new-york/staten-island/10301/staten-island-center-3978-91110/abortion,no,no,,,580,,,580,600,,,5/24/2021 (web)
698,Planned Parenthood of Greater New York: The Bronx Center,,,"349 E 149th Street, 2nd Floor, Bronx, NY 10451","349 E 149th Street, 2nd Floor",Bronx,NY,10451,40.8166,-73.9196,(212) 965-7000,https://www.plannedparenthood.org/health-center/new-york/bronx/10451/the-bronx-center-2524-91110/abortion,yes,yes,Yes,11,580,Yes,14.6,580,600,,,1/3/2022 (NAF and ACN memberships)
699,Planned Parenthood of Greater New York: Utica Center,,,"1424 Genesee Street, Utica, NY 13502",1424 Genesee Street,Utica,NY,13502,43.094,-75.2465,(315) 724-6146,https://www.plannedparenthood.org/health-center/new-york/utica/13502/utica-center-3318-91180/abortion,yes,yes,Yes,10,580,Yes,13.6,580,600,,,1/3/2022 (NAF and ACN memberships)
700,Planned Parenthood of Greater Ohio: Bedford Heights Surgery Center,,,"25350 Rockside Rd, Bedford Heights, OH 44146",25350 Rockside Rd,Bedford Heights,OH,44146,41.4094,-81.4999,(440) 232-9732,https://www.plannedparenthood.org/health-center/ohio/bedford-heights/44146/bedford-heights-surgery-center-4061-91230/abortion,yes,yes,Yes,10,650,Yes,19.6,650,1100,,,1/3/2022 (NAF and ACN memberships)
701,Planned Parenthood of Greater Ohio: East Columbus Surgical Center,,,"3255 East Main Street, Columbus, OH 43213",3255 East Main Street,Columbus,OH,43213,39.9564,-82.9112,(614) 222-3531,https://www.plannedparenthood.org/health-center/ohio/columbus/43213/east-columbus-surgical-center-2335-91230/abortion,yes,yes,Yes,10,650,Yes,17.6,650,1100,,,1/3/2022 (NAF and ACN memberships)
702,Planned Parenthood of Greater Texas Surgical Health Services: Audre Rapoport Abortion Services Center,,,"700 West Highway 6, Suite A, Waco, TX 76712","700 West Highway 6, Suite A",Waco,TX,76712,31.5178,-97.2052,(254) 230-9864,https://www.plannedparenthood.org/health-center/texas/waco/76712/audre-rapoport-abortion-services-center-4283-21342,yes,yes,Yes,5.6,650,Yes,5.6,715,850,,,12/28/21
703,Planned Parenthood of Greater Texas Surgical Health Services: El Paso Abortion Services Center,,,"1511 E. Missouri Avenue, El Paso, TX 79902",1511 E. Missouri Avenue,El Paso,TX,79902,31.7702,-106.477,(915) 626-5192,https://www.plannedparenthood.org/health-center/texas/el-paso/79902/el-paso-abortion-services-center-4285-21342,yes,yes,Yes,5.6,650,Yes,5.6,715,850,2018,,12/28/21
704,Planned Parenthood of Greater Texas Surgical Health Services: South Austin Abortion Services Center,,,"201 E. Ben White Blvd - Bldg. A, Austin, TX 78704",201 E. Ben White Blvd - Bldg. A,Austin,TX,78704,30.2215,-97.7627,(512) 276-8000,https://www.plannedparenthood.org/health-center/texas/austin/78704/south-austin-abortion-services-center-4250-21342,yes,yes,Yes,6,650,Yes,5.6,715,850,,,12/28/21
705,Planned Parenthood of Greater Texas Surgical Health Services: South Dallas Abortion Services Center,,,"7989 West Virginia Drive, Dallas, TX 75237",7989 West Virginia Drive,Dallas,TX,75237,32.6489,-96.8769,(214) 373-1868,https://www.plannedparenthood.org/health-center/texas/dallas/75237/south-dallas-abortion-services-center-4149-21342,yes,yes,Yes,5.6,650,Yes,5.6,715,850,,,12/28/21
706,Planned Parenthood of Greater Texas Surgical Health Services: South Dallas Surgical Health Services Center_greenville,,,"7424 Greenville Avenue, Ste 211A, Dallas, TX 75231","7424 Greenville Avenue, Ste 211A",Dallas,TX,75231,32.8817,-96.7597,(214) 373-1868,https://www.plannedparenthood.org/health-center/texas/dallas/75237/south-dallas-surgical-health-services-center-4149-91620/abortion,no,no,Yes,,650,Yes,,715,850,,,
707,Planned Parenthood of Greater Texas Surgical Health Services: Southwest Fort Worth Abortion Services Center,,,"6464 John Ryan Drive - Suite A, Fort Worth, TX 76132",6464 John Ryan Drive - Suite A,Fort Worth,TX,76132,32.6556,-97.4204,(817) 277-6610,https://www.plannedparenthood.org/health-center/texas/fort-worth/76132/southwest-fort-worth-abortion-services-center-4251-21342,yes,yes,Yes,5.6,650,Yes,5.6,715,850,,,12/28/21
708,Planned Parenthood of Greater Texas: Fort Worth Surgical Health Services Center,,,"301 South Henderson, Ste A, Fort Worth, TX 76104","301 South Henderson, Ste A",Fort Worth,TX,76104,32.7422,-97.3376,(817) 882-1175,,no,no,,,650,,,715,850,,,
709,Planned Parenthood of Greater Texas: Planned Parenthood Center for Choice Bryan,,,"4112 E 29th Street, Ste. 200, Bryan, TX 77802","4112 E 29th Street, Ste. 200",Bryan,TX,77802,30.6433,-96.3324,(979) 846-1744,,no,no,,,650,,,715,850,,13-Aug,
710,Planned Parenthood of Greater Texas: South Austin Health Center,,,"201 East Ben White Blvd. - Bldg. B, Austin, TX 78704",201 East Ben White Blvd. - Bldg. B,Austin,TX,78704,30.2215,-97.7627,(512) 276-8000,https://www.plannedparenthood.org/health-center/texas/austin/78704/south-austin-health-center-2397-91620/abortion,yes,no,,,650,,,715,850,,2017,
712,Planned Parenthood of Greater Washington and North Idaho: Kennewick Health Center,,,"7426 West Bonnie Place, Kennewick, WA 99336",7426 West Bonnie Place,Kennewick,WA,99336,46.2319,-119.219,(866) 904-7721,https://www.plannedparenthood.org/health-center/washington/kennewick/99336/kennewick-health-center-2404-91850,yes,yes,Yes,11,650,Yes,15.6,650,,,,11/9/21
713,Planned Parenthood of Greater Washington and North Idaho: Pullman Health Center,,,"1525 SE King Drive, Pullman, WA 99163",1525 SE King Drive,Pullman,WA,99163,46.7157,-117.179,(866) 904-7721,https://www.plannedparenthood.org/health-center/washington/pullman/99163/pullman-health-center-2793-91850,yes,yes,Yes,11,650,No,,650,,2017,,11/9/21
714,Planned Parenthood of Greater Washington and North Idaho: Spokane Health Center,,,"123 E. Indiana Ave., Spokane, WA 99207",123 E. Indiana Ave.,Spokane,WA,99207,47.675,-117.408,(866) 904-7721,https://www.plannedparenthood.org/health-center/washington/spokane/99207/spokane-health-center-2794-91850,yes,yes,Yes,11,650,Yes,15.6,650,,2017,,11/9/21
715,Planned Parenthood of Greater Washington and North Idaho: Spokane Valley Health Center,,,"12104 E. Main Ave, Spokane Valley, WA 99206",12104 E. Main Ave,Spokane Valley,WA,99206,47.6588,-117.243,(866) 904-7721,https://www.plannedparenthood.org/health-center/washington/spokane-valley/99206/spokane-valley-health-center-2792-91850,yes,yes,Yes,11,650,No,,650,,,,11/9/21
716,Planned Parenthood of Greater Washington and North Idaho: Walla Walla Health Center,,,"828 South First Avenue, Walla Walla, WA 99362",828 South First Avenue,Walla Walla,WA,99362,46.0571,-118.332,(866) 904-7721,https://www.plannedparenthood.org/health-center/washington/walla-walla/99362/walla-walla-health-center-2405-91850,yes,yes,Yes,11,650,No,,650,,,,11/9/21
717,Planned Parenthood of Greater Washington and North Idaho: Yakima Health Center,,,"1117 Tieton Drive, Yakima, WA 98902",1117 Tieton Drive,Yakima,WA,98902,46.5926,-120.523,(866) 904-7721,https://www.plannedparenthood.org/health-center/washington/yakima/98902/yakima-health-center-3311-91850,yes,yes,Yes,11,650,Yes,21.6,650,,,,11/9/21
718,Planned Parenthood of Illinois: Aurora Health Center,,,"3051 E. New York St., Aurora, IL 60504",3051 E. New York St.,Aurora,IL,60504,41.7593,-88.2411,(630) 585-0500,https://www.plannedparenthood.org/health-center/illinois/aurora/60504/aurora-health-center-3483-90430,yes,yes,Yes,11,470,Yes,19.6,480,1385,,,8/20/2021 (web only)
719,Planned Parenthood of Illinois: Austin Health Center,,,"5937 W Chicago Ave., Chicago, IL 60651",5937 W Chicago Ave.,Chicago,IL,60651,41.8947,-87.7737,(773) 287-2020,https://www.plannedparenthood.org/health-center/illinois/aurora/60504/aurora-health-center-3483-90430,yes,yes,Yes,10,470,No,,480,1385,2017,,8/20/2021 (web only)
720,Planned Parenthood of Illinois: Bloomington Health Center,,,"1319 N. Veterans Parkway, Bloomington, IL 61704",1319 N. Veterans Parkway,Bloomington,IL,61704,40.4911,-88.9527,(309) 827-4014,https://www.plannedparenthood.org/health-center/illinois/bloomington/61704/bloomington-health-center-2891-90430,yes,yes,Yes,11,470,No,,480,1385,,,8/20/2021 (web only)
721,Planned Parenthood of Illinois: Champaign Health Center,,,"302 E Stoughton, Champaign, IL 61820",302 E Stoughton,Champaign,IL,61820,40.1135,-88.2353,(217) 359-8022,https://www.plannedparenthood.org/health-center/illinois/champaign/61820/champaign-health-center-3283-90430,yes,yes,Yes,11,470,No,,480,1385,,,8/20/2021 (web only)
722,Planned Parenthood of Illinois: Decatur Health Center,,,"3021 N Oakland Ave, Decatur, IL 62526",3021 N Oakland Ave,Decatur,IL,62526,39.8768,-88.9739,(217) 877-6474,https://www.plannedparenthood.org/health-center/illinois/decatur/62526/decatur-health-center-3282-90430,yes,yes,Yes,10,470,No,,480,1385,2017,,8/20/2021 (web only)
723,Planned Parenthood of Illinois: Englewood Health Center,,,"6059 S. Ashland Ave., Chicago, IL 60636",6059 S. Ashland Ave.,Chicago,IL,60636,41.7833,-87.6642,(773) 434-3700,https://www.plannedparenthood.org/health-center/illinois/chicago/60636/englewood-health-center-2264-90430,yes,yes,Yes,10,470,No,,480,1385,2017,,8/20/2021 (web only)
724,Planned Parenthood of Illinois: Flossmoor Health Center,,,"19831 Governors Highway, Flossmoor, IL 60422",19831 Governors Highway,Flossmoor,IL,60422,41.5291,-87.6982,(708) 960-0907,https://www.plannedparenthood.org/health-center/illinois/flossmoor/60422/flossmoor-health-center-4360-90430,yes,yes,Yes,11,470,Yes,19.6,480,1385,,,8/20/2021 (web only)
725,Planned Parenthood of Illinois: Loop Health Center,,,"18 S. Michigan Avenue, Chicago, IL 60603",18 S. Michigan Avenue,Chicago,IL,60603,41.8814,-87.6246,(312) 592-6700,https://www.plannedparenthood.org/health-center/illinois/chicago/60603/loop-health-center-3286-90430,yes,yes,Yes,11,470,No,,480,1385,,,8/20/2021 (web only)
726,Planned Parenthood of Illinois: Near North Elizabeth Cohn Morris Health Center,,,"1200 N LaSalle Street, Chicago, IL 60610",1200 N LaSalle Street,Chicago,IL,60610,41.9039,-87.633,(312) 266-1033,https://www.plannedparenthood.org/health-center/illinois/chicago/60610/near-north-elizabeth-cohn-morris-health-center-2474-90430,yes,yes,Yes,11,470,Yes,19.6,480,1385,,,8/20/2021 (web only)
727,Planned Parenthood of Illinois: Ottawa Health Center,,,"612 Court Street, Ottawa, IL 61350",612 Court Street,Ottawa,IL,61350,41.3462,-88.842,(815) 433-4111,https://www.plannedparenthood.org/health-center/illinois/ottawa/61350/ottawa-health-center-2631-90430,yes,yes,Yes,10,470,No,,480,1385,,,8/20/2021 (web only)
728,Planned Parenthood of Illinois: Peoria Health Center,,,"2709 N Knoxville Ave, Peoria, IL 61604",2709 N Knoxville Ave,Peoria,IL,61604,40.7205,-89.5938,(309) 681-0350,https://www.plannedparenthood.org/health-center/illinois/peoria/61604/peoria-health-center-3281-90430,yes,yes,Yes,10,470,No,,480,1385,,,8/20/2021 (web only)
729,Planned Parenthood of Illinois: Rogers Park Health Center,,,"5725 North Broadway, Chicago, IL 60660",5725 North Broadway,Chicago,IL,60660,41.9864,-87.6601,(773) 942-7193,https://www.plannedparenthood.org/health-center/illinois/chicago/60660/rogers-park-health-center-2266-90430,yes,yes,Yes,10,470,No,,480,1385,,,8/20/2021 (web only)
730,Planned Parenthood of Illinois: Roseland Health Center,,,"11250 S Halsted St., Chicago, IL 60628",11250 S Halsted St.,Chicago,IL,60628,41.689,-87.6424,(877) 200-7745,https://www.plannedparenthood.org/health-center/illinois/chicago/60628/roseland-health-center-2263-90430,yes,yes,Yes,10,470,No,,480,1385,2017,,8/20/2021 (web only)
731,Planned Parenthood of Illinois: Springfield Health Center,,,"601 N. Bruns, Springfield, IL 62702",601 N. Bruns,Springfield,IL,62702,39.8084,-89.6872,(217) 546-1060,https://www.plannedparenthood.org/health-center/illinois/springfield/62702/springfield-health-center-3284-90430,yes,yes,Yes,11,470,Yes,19.6,480,1385,,,8/20/2021 (web only)
732,Planned Parenthood of Illinois: Waukegan Health Center,,,"1601 N Lewis, Waukegan, IL 60085",1601 N Lewis,Waukegan,IL,60085,42.3825,-87.8554,(847) 672-2237,https://www.plannedparenthood.org/health-center/illinois/waukegan/60085/waukegan-health-center-2675-90430,yes,yes,Yes,11,470,Yes,19.6,480,1385,,,8/20/2021 (web only)
733,"Planned Parenthood Great Northwest, Hawai'i, Alaska, Indiana, Kentucky: Bloomington Health Center",,,"421 S College Ave, Bloomington, IN, 47403",421 S College Ave,Bloomington,IN,47403,39.1625,-86.5349,317-205-8088,https://www.plannedparenthood.org/health-center/indiana/bloomington/47403/bloomington-health-center-2639-90500,yes,yes,Yes,10,834,Yes,13.6,913,,,,8/20/2021 (phone)
734,"Planned Parenthood Great Northwest, Hawai'i, Alaska, Indiana, Kentucky: Georgetown Health Center",,,"8590 Georgetown Road, Indianapolis IN 46268",8590 Georgetown Road,Indianapolis,IN,46268,39.9103,-86.2409,317-205-8088,https://www.plannedparenthood.org/health-center/indiana/indianapolis/46268/georgetown-health-center-2870-90500,yes,yes,Yes,10,834,Yes,13.6,913,,,,8/20/2021 (phone)
735,"Planned Parenthood Great Northwest, Hawai'i, Alaska, Indiana, Kentucky: Lafayette Health Center",,,"964 Mezzanine Dr., Lafayette, IN 47905",964 Mezzanine Dr.,Lafayette,IN,47905,40.4053,-86.8327,317-205-8088,https://www.plannedparenthood.org/health-center/indiana/lafayette/47905/lafayette-health-center-2669-90500,yes,yes,Yes,10,834,No,,913,,,,8/20/2021 (phone)
736,"Planned Parenthood Great Northwest, Hawai'i, Alaska, Indiana, Kentucky: Louisville Health Center",,,"842 South 7th Street, Louisville, KY 40203",842 South 7th Street,Louisville,KY,40203,38.244,-85.7639,317-205-8088,https://www.plannedparenthood.org/health-center/kentucky/louisville/40203/louisville-health-center-3290-90500/abortion,yes,yes,Yes,10,767,Yes,13.6,857,,,2016,8/20/2021 (phone)
737,"Planned Parenthood Great Northwest, Hawai'i, Alaska, Indiana, Kentucky: Merrillville Health Center",,,"8645 Connecticut Street, Merrillville, IN 46410",8645 Connecticut Street,Merrillville,IN,46410,41.461,-87.3331,317-205-8088,https://www.plannedparenthood.org/health-center/indiana/merrillville/46410/merrillville-health-center-2923-90500,yes,yes,Yes,10,834,Yes,13.6,913,,,,8/20/2021 (phone)
738,"Planned Parenthood of Maryland, Inc.: Easton Health Center, MD",,,"8579 Commerce Drive #102, Easton, MD 21601",8579 Commerce Drive #102,Easton,MD,21601,38.7845,-76.0833,(410) 576-1414,https://www.plannedparenthood.org/health-center/maryland/easton/21601/easton-health-center-md-2830-90620/abortion,yes,yes,Yes,10,390,No,,431,922,2017,,8/9/2021 (phone)
739,"Planned Parenthood of Maryland, Inc: Annapolis Health Center",,,"929 West Street #200, Annapolis, MD 21401",929 West Street #200,Annapolis,MD,21401,38.9765,-76.5091,(410) 576-1414,https://www.plannedparenthood.org/health-center/maryland/annapolis/21401/annapolis-health-center-2834-90620/abortion,yes,yes,Yes,10,390,No,,431,922,,,1/3/2022 (NAF and ACN memberships)
740,"Planned Parenthood of Maryland, Inc: Baltimore City Health Center",,,"330 North Howard Street, Baltimore, MD 21201",330 North Howard Street,Baltimore,MD,21201,39.2932,-76.6198,(410) 576-1414,https://www.plannedparenthood.org/health-center/maryland/baltimore/21201/baltimore-city-health-center-3292-90620/abortion,yes,yes,Yes,10,390,Yes,14,431,922,,,1/3/2022 (NAF and ACN memberships)
741,"Planned Parenthood of Maryland, Inc: Frederick Health Center",,,"170 Thomas Johnson Drive, Frederick, MD 21702",170 Thomas Johnson Drive,Frederick,MD,21702,39.4422,-77.4061,(410) 576-1414,https://www.plannedparenthood.org/health-center/maryland/frederick/21702/frederick-health-center-2899-90620,yes,yes,Yes,11,390,No,,431,922,,,1/3/2022 (NAF and ACN memberships)
742,"Planned Parenthood of Maryland, Inc: Salisbury Health Center",,,"1506 South Salisbury Blvd. Court Plaza Shopping Center, Salisbury, MD 21801",1506 South Salisbury Blvd. Court Plaza Shopping Center,Salisbury,MD,21801,38.3375,-75.6078,(410) 860-4788,http://www.plannedparenthood.org/health-center/centerDetails.asp?f=2829,no,no,,,390,,,431,922,,4/22/15,6/4/20
